OBJECTID,BSM,YSDM,DLBM,DLMC,XZDWYBH,XZDWBH,CD,KD,XZDWMJ,XZDWMC,QSDWDM1,QSDWMC1,QSDWDM2,QSDWMC2,KCTBBH1,KCTBDWDM1,KCTBBH2,KCTBDWDM2,QSXZ,KCBL,BGJLH,BGRQ,SHAPE_Leng,DLBZ
807,12361,2001020100,104,农村道路,1573,71,92.7,2,185.4,农村道路,530702203201,大东村民委员会,530702203201,大东村民委员会,63,530702203201,65,530702203201,30,0.5,,,92.73144186, 
1733,12350,2001020100,104,农村道路,1562,57,29.5,1.7,50.15,农村道路,530702203201,大东村民委员会,530702203201,大东村民委员会,63,530702203201,51,530702203201,30,0.5,,,29.46047919, 
1734,12351,2001020100,104,农村道路,1563,56,15.2,1.7,25.84,农村道路,530702203201,大东村民委员会,530702203201,大东村民委员会,63,530702203201,72,530702203201,30,0.5,,,15.20469622, 
4205,26425,2001020100,117,沟渠,16026,170,83.7,5.3,443.61,沟渠,530702004201,黄山社区居委会,530702004201,黄山社区居委会,63,530702004201,87,530702004201,30,0.5,,,83.66170311, 
4922,25282,2001020100,104,农村道路,14427,118,56.8,4.2,238.56,农村道路,530702001207,文智社区居委会,530702001209,大研国有林,63,530702001207,4,530702001209,30,0.5,,,56.78789214, 
5292,29281,2001020100,104,农村道路,19753,71,51.9,3.6,186.84,农村道路,530702201202,龙兴村民委员会,530702201202,龙兴村民委员会,63,530702201202,72,530702201202,30,0.5,,,51.87944204, 
6031,28891,2001020100,104,农村道路,19288,64,132.3,3.7,489.51,农村道路,530702201202,龙兴村民委员会,530702201202,龙兴村民委员会,63,530702201202,59,530702201202,30,0.5,,,132.2798706, 
6104,26018,2001020100,117,沟渠,15841,144,84.9,5,424.5,沟渠,530702004201,黄山社区居委会,530702004201,黄山社区居委会,63,530702004201,72,530702004201,30,0.5,,,84.85952432, 
6283,26466,2001020100,117,沟渠,15751,131,125.6,4.5,565.2,沟渠,530702004201,黄山社区居委会,530702004201,黄山社区居委会,63,530702004201,64,530702004201,30,0.5,,,125.6094444, 
6355,28111,2001020100,104,农村道路,17944,45,115.7,5.4,624.78,农村道路,530702001209,大研国有林,530702001209,大研国有林,63,530702001209,61,530702001209,30,0.5,,,115.6735339, 
9566,45846,2001020100,104,农村道路,35785,49,547.1,6.1,3337.31,农村道路,530702201206,义新村民委员会,530702201206,义新村民委员会,63,530702201206,54,530702201206,30,0.5,,,547.0827505, 
10209,50992,2001020100,117,沟渠,40686,109,145.8,2.1,306.18,沟渠,530702201207,光乐村民委员会,530702201207,光乐村民委员会,63,530702201207,67,530702201207,30,0.5,,,145.8175783, 
11541,58928,2001020100,117,沟渠,48548,67,45,3.8,171,沟渠,530702202201,共和村民委员会,530702202201,共和村民委员会,63,530702202201,56,530702202201,30,0.5,,,44.97838626, 
12698,63974,2001020100,104,农村道路,54144,85,413.6,5.7,2357.52,农村道路,530702202210,后山村民委员会,530702202210,后山村民委员会,63,530702202210,48,530702202210,30,0.5,,,413.5865011, 
14111,64010,2001020100,111,河流水面,54517,58,352.6,2.7,952.02,河流水面,530702205205,普勤村民委员会,530702205205,普勤村民委员会,63,530702205205,49,530702205205,20,0.5,,,352.609942, 
15508,64827,2001020100,111,河流水面,54590,61,452.1,2.3,1039.83,河流水面,530702205205,普勤村民委员会,,,63,530702205205,,,20,1,,,452.138669, 
15981,64562,2001020100,104,农村道路,54815,64,120.8,2.9,350.32,农村道路,530702205205,普勤村民委员会,,,63,530702205205,,,30,1,,,120.8102148, 
17318,68608,2001020100,104,农村道路,59020,62,142.7,3.1,442.37,农村道路,530702202205,五峰村民委员会,530702202205,五峰村民委员会,63,530702202205,68,530702202205,30,0.5,,,142.7152647, 
18013,64664,2001020100,104,农村道路,54333,108,107.7,2.9,312.33,农村道路,530702202210,后山村民委员会,530702202210,后山村民委员会,63,530702202210,78,530702202210,30,0.5,,,107.6981846, 
18671,70745,2001020100,117,沟渠,60606,34,87.4,2,174.8,沟渠,530702205201,产构村民委员会,530702205201,产构村民委员会,63,530702205201,62,530702205201,30,0.5,,,87.35509258, 
19956,71369,2001020100,104,农村道路,61989,57,10,2,20,农村道路,530702205203,江边村民委员会,530702205203,江边村民委员会,63,530702205203,58,530702205203,30,0.5,,,9.956521966, 
27336,38169,2001020100,117,沟渠,28007,133,16.4,3.5,57.4,沟渠,530702005203,金山街道办事处东元社区居委会,530702005203,金山街道办事处东元社区居委会,63,530702005203,79,530702005203,30,0.5,,2015/2/7 0:00,,
28987,40219,2001020100,117,沟渠,30101,148,51.2,4.3,220.16,沟渠,530702002205,玉龙县飞地,530702005203,金山街道办事处东元社区居委会,63,530702002205,511,530702005203,30,0.5,,2015/2/7 0:00,,
37189,49121,2001020100,117,沟渠,38956,160,59.1,2.1,124.11,沟渠,530702006202,开南街道办事处贵峰社区居委会,,,63,530702006202,,,30,1,,2015/2/7 0:00,,
37243,49071,2001020100,117,沟渠,39194,179,47.5,2.1,99.75,沟渠,530702006202,开南街道办事处贵峰社区居委会,530702006202,开南街道办事处贵峰社区居委会,63,530702006202,74,530702006202,30,0.5,,2015/2/7 0:00,,
38474,38200,2001020100,104,农村道路,28148,102,56.2,2,112.4,农村道路,530702006203,开南街道办事处良美社区居委会,530702006203,开南街道办事处良美社区居委会,63,530702006203,28,530702006203,30,0.5,,2015/2/7 0:00,,
39075,38050,2001020100,117,沟渠,28280,114,15.4,2.2,33.88,沟渠,530702006203,开南街道办事处良美社区居委会,530702006203,开南街道办事处良美社区居委会,63,530702006203,77,530702006203,30,0.5,,2015/2/7 0:00,,
41754,16335,2001020100,104,农村道路,5486,114,276,3.2,883.2,农村道路,530702007201,文化街道办事处文化社区居委会,530702007201,文化街道办事处文化社区居委会,63,530702007201,59,530702007201,30,0.5,,2015/2/8 0:00,,
42026,16183,2001020100,104,农村道路,5510,120,196.7,4.8,944.16,农村道路,530702007201,文化街道办事处文化社区居委会,530702007201,文化街道办事处文化社区居委会,63,530702007201,91,530702007201,30,0.5,,2015/2/8 0:00,,
43647,40666,2001020100,117,沟渠,30283,191,85,3.2,272,沟渠,530702002205,玉龙县飞地,530702002205,玉龙县飞地,63,530702002205,75,530702002205,30,0.5,,2015/3/10 0:00,,
43648,38903,2001020100,117,沟渠,30100,142,46,3.6,165.6,沟渠,530702002205,玉龙县飞地,530702002205,玉龙县飞地,63,530702002205,46,530702002205,30,0.5,,2015/3/10 0:00,,
43649,39681,2001020100,117,沟渠,30237,160,17.7,3.6,63.72,沟渠,530702002205,玉龙县飞地,530702002205,玉龙县飞地,63,530702002205,49,530702002205,30,0.5,,2015/3/10 0:00,,
43650,40851,2001020100,117,沟渠,30405,196,52.6,3.2,168.32,沟渠,530702002205,玉龙县飞地,530702002205,玉龙县飞地,63,530702002205,83,530702002205,30,0.5,,2015/3/10 0:00,,
48523,31756,2001020100,117,沟渠,23135,180,21,1.2,25.2,沟渠,530702005201,金山街道办事处金山社区居委会,530702005202,金山街道办事处新团社区居委会,63,530702005201,3429,530702005202,30,0.5,,2018/2/6 0:00,,
51525,33366,2001020100,117,沟渠,23101,170,11.2,1.5,16.8,沟渠,530702005201,金山街道办事处金山社区居委会,530702005202,金山街道办事处新团社区居委会,63,530702005201,1695,530702005202,30,0.5,,2018/2/26 0:00,,
56763,18160,2001020100,117,沟渠,7390,70,16.8,1.2,20.16,沟渠,530702007202,文化街道办事处岩乐社区居委会,530702007202,文化街道办事处岩乐社区居委会,63,530702007202,771,530702007202,30,0.5,,2017/1/21 0:00,,
56776,18014,2001020100,117,沟渠,7240,51,590.5,1.2,708.6,沟渠,530702007202,文化街道办事处岩乐社区居委会,530702007202,文化街道办事处岩乐社区居委会,63,530702007202,790,530702007202,30,0.5,,2017/1/21 0:00,,
59676,18015,2001020100,104,农村道路,7241,68,731.4,2.4,1755.36,农村道路,530702007202,文化街道办事处岩乐社区居委会,530702007202,文化街道办事处岩乐社区居委会,63,530702007202,143,530702007202,30,0.5,,2017/1/21 0:00,,
59677,17562,2001020100,104,农村道路,7445,80,453,2,906,农村道路,530702007202,文化街道办事处岩乐社区居委会,530702007202,文化街道办事处岩乐社区居委会,63,530702007202,143,530702007202,30,0.5,,2017/1/21 0:00,,
60993,69772,2001020100,111,河流水面,60419,40,543.4,3.6,1956.24,河流水面,530702205207,鹤庆县飞地,530702205207,鹤庆县飞地,63,530702205207,49,530702205207,20,0.5,,2017/1/21 0:00,,
3339,16042,2001020100,104,农村道路,5963,85,96.8,2.6,251.68,农村道路,530702004204,开文社区居委会,530702004204,开文社区居委会,64,530702004204,97,530702004204,30,0.5,,,96.7651312, 
3478,15802,2001020100,104,农村道路,5864,70,477.1,2.6,1240.46,农村道路,530702004204,开文社区居委会,530702004204,开文社区居委会,64,530702004204,66,530702004204,30,0.5,,,477.1410226, 
4204,26424,2001020100,117,沟渠,16025,161,3,4.5,13.5,沟渠,530702004201,黄山社区居委会,,,64,530702004201,,,30,1,,,3.039969592, 
4813,26645,2001020100,104,农村道路,16107,186,3.2,8.2,26.24,农村道路,530702004201,黄山社区居委会,530702004201,黄山社区居委会,64,530702004201,95,530702004201,30,0.5,,,3.196934765, 
5016,26807,2001020100,104,农村道路,16086,188,2.8,8.2,22.96,农村道路,530702004201,黄山社区居委会,530702004201,黄山社区居委会,64,530702004201,104,530702004201,30,0.5,,,2.813455371, 
5018,26811,2001020100,104,农村道路,16090,187,25.6,8.2,209.92,农村道路,530702004201,黄山社区居委会,530702004201,黄山社区居委会,64,530702004201,103,530702004201,30,0.5,,,25.57197619, 
5630,31545,2001020100,117,沟渠,20849,28,5.5,3.2,17.6,沟渠,530702001206,义尚社区居委会,530702001206,义尚社区居委会,64,530702001206,73,530702001206,30,0.5,,,5.477100145, 
6485,29723,2001020100,117,沟渠,19465,72,185.4,5.1,945.54,沟渠,530702201202,龙兴村民委员会,530702201202,龙兴村民委员会,64,530702201202,71,530702201202,30,0.5,,,185.3701431, 
7311,31226,2001020100,117,沟渠,20990,46,53.3,3.2,170.56,沟渠,530702001206,义尚社区居委会,530702001206,义尚社区居委会,64,530702001206,79,530702001206,30,0.5,,,53.33434116, 
7583,29937,2001020100,104,农村道路,19305,63,75.4,3.5,263.9,农村道路,530702201202,龙兴村民委员会,530702201202,龙兴村民委员会,64,530702201202,55,530702201202,30,0.5,,,75.4112155, 
8338,40636,2001020100,117,沟渠,30253,175,64.7,3.1,200.57,沟渠,530702002205,玉龙县飞地,530702002205,玉龙县飞地,64,530702002205,68,530702002205,30,0.5,,,64.73980178, 
8569,40050,2001020100,117,沟渠,30213,156,31.2,3.2,99.84,沟渠,530702002205,玉龙县飞地,530702002205,玉龙县飞地,64,530702002205,62,530702002205,30,0.5,,,31.19118867, 
8877,40806,2001020100,117,沟渠,30316,181,35.7,3.2,114.24,沟渠,530702002205,玉龙县飞地,530702002205,玉龙县飞地,64,530702002205,62,530702002205,30,0.5,,,35.72687881, 
9661,40865,2001020100,117,沟渠,30430,195,14.5,4.2,60.9,沟渠,530702002205,玉龙县飞地,530702002205,玉龙县飞地,64,530702002205,87,530702002205,30,0.5,,,14.52802983, 
10099,50031,2001020100,104,农村道路,40440,84,29.5,2,59,农村道路,530702201207,光乐村民委员会,530702201207,光乐村民委员会,64,530702201207,35,530702201207,30,0.5,,,29.45589004, 
10102,50039,2001020100,104,农村道路,40651,110,204.6,1.8,368.28,农村道路,530702201207,光乐村民委员会,530702201207,光乐村民委员会,64,530702201207,65,530702201207,30,0.5,,,204.6433057, 
10243,48324,2001020100,104,农村道路,40478,91,84.1,2,168.2,农村道路,530702201207,光乐村民委员会,530702201207,光乐村民委员会,64,530702201207,26,530702201207,30,0.5,,,84.12330904, 
11204,58176,2001020100,117,沟渠,48529,59,198.1,3.8,752.78,沟渠,530702202201,共和村民委员会,530702202201,共和村民委员会,64,530702202201,56,530702202201,30,0.5,,,198.0895942, 
12494,61203,2001020100,117,沟渠,52288,82,293.1,1.8,527.58,沟渠,530702202202,新民村民委员会,530702202202,新民村民委员会,64,530702202202,72,530702202202,30,0.5,,,293.0736146, 
13381,61623,2001020100,117,沟渠,52229,69,66.9,8.9,595.41,水工建筑用地,530702202202,新民村民委员会,530702202202,新民村民委员会,64,530702202202,67,530702202202,20,0.5,,,66.8956278, 
15626,63507,2001020100,104,农村道路,54887,62,394.9,3.7,1461.13,农村道路,530702205205,普勤村民委员会,530702205205,普勤村民委员会,64,530702205205,55,530702205205,30,0.5,,,394.8640975, 
16568,63508,2001020100,104,农村道路,54888,60,1163.3,3.7,4304.21,农村道路,530702205205,普勤村民委员会,530702205205,普勤村民委员会,64,530702205205,49,530702205205,30,0.5,,,1163.273157, 
17409,65288,2001020100,111,河流水面,55159,66,652.8,2.7,1762.56,河流水面,530702205205,普勤村民委员会,530702205205,普勤村民委员会,64,530702205205,70,530702205205,20,0.5,,,652.8334273, 
17997,69097,2001020100,104,农村道路,59024,60,97,3.1,300.7,农村道路,530702202205,五峰村民委员会,530702202205,五峰村民委员会,64,530702202205,69,530702202205,30,0.5,,,96.99312148, 
18870,65727,2001020100,117,沟渠,56503,97,19.5,2.5,48.75,沟渠,530702202203,七河村民委员会,530702202204,三义村民委员会,64,530702202204,63,530702202204,30,0.5,,,19.5242733, 
25866,37284,2001020100,117,沟渠,28043,154,39.6,2.6,102.96,沟渠,530702005203,金山街道办事处东元社区居委会,530702005203,金山街道办事处东元社区居委会,64,530702005203,88,530702005203,30,0.5,,2015/2/7 0:00,,
27044,37946,2001020100,117,沟渠,27881,107,25.8,4.2,108.36,沟渠,530702005203,金山街道办事处东元社区居委会,530702005203,金山街道办事处东元社区居委会,64,530702005203,40,530702005203,30,0.5,,2015/2/7 0:00,,
27045,37945,2001020100,117,沟渠,27880,128,62.8,3.4,213.52,沟渠,530702005203,金山街道办事处东元社区居委会,530702005203,金山街道办事处东元社区居委会,64,530702005203,60,530702005203,30,0.5,,2015/2/7 0:00,,
27106,38086,2001020100,117,沟渠,28964,128,89.7,3.6,322.92,沟渠,530702002201,祥云社区居委会,530702002201,祥云社区居委会,64,530702002201,59,530702002201,30,0.5,,2014/9/3 0:00,,
27107,38243,2001020100,117,沟渠,29268,143,20.5,6.4,131.2,沟渠,530702002201,祥云社区居委会,530702002205,玉龙县飞地,64,530702002201,12,530702002205,30,0.5,,2014/9/3 0:00,,
27735,39069,2001020100,117,沟渠,29038,123,13.7,2.3,31.51,沟渠,530702002201,祥云社区居委会,530702002201,祥云社区居委会,64,530702002201,649,530702002201,30,0.5,,2014/9/3 0:00,,
27782,38085,2001020100,117,沟渠,28963,120,38.2,2.3,87.86,沟渠,530702002201,祥云社区居委会,530702002201,祥云社区居委会,64,530702002201,640,530702002201,30,0.5,,2014/9/3 0:00,,
31025,44397,2001020100,117,沟渠,33984,103,65.4,1.5,98.1,沟渠,530702006201,开南街道办事处漾西社区居委会,530702006201,开南街道办事处漾西社区居委会,64,530702006201,50,530702006201,30,0.5,,2015/2/7 0:00,,
34054,43390,2001020100,117,沟渠,33938,73,49.1,1.5,73.65,沟渠,530702006201,开南街道办事处漾西社区居委会,530702006201,开南街道办事处漾西社区居委会,64,530702006201,35,530702006201,30,0.5,,2015/2/7 0:00,,
34484,44138,2001020100,117,沟渠,34112,131,70.1,1.5,105.15,沟渠,530702006201,开南街道办事处漾西社区居委会,530702006201,开南街道办事处漾西社区居委会,64,530702006201,67,530702006201,30,0.5,,2015/2/7 0:00,,
34928,44549,2001020100,117,沟渠,34231,167,43.9,1.5,65.85,沟渠,530702006201,开南街道办事处漾西社区居委会,530702006201,开南街道办事处漾西社区居委会,64,530702006201,81,530702006201,30,0.5,,2015/2/7 0:00,,
36914,47709,2001020100,117,沟渠,39062,170,60.6,3.2,193.92,沟渠,530702006202,开南街道办事处贵峰社区居委会,530702006202,开南街道办事处贵峰社区居委会,64,530702006202,63,530702006202,30,0.5,,2015/2/7 0:00,,
37244,49069,2001020100,117,沟渠,39192,178,42.2,2.1,88.62,沟渠,530702006202,开南街道办事处贵峰社区居委会,530702006202,开南街道办事处贵峰社区居委会,64,530702006202,73,530702006202,30,0.5,,2015/2/7 0:00,,
38392,38315,2001020100,117,沟渠,28278,117,93.5,1.5,140.25,沟渠,530702006203,开南街道办事处良美社区居委会,530702006203,开南街道办事处良美社区居委会,64,530702006203,73,530702006203,30,0.5,,2015/2/7 0:00,,
39393,38442,2001020100,117,沟渠,28180,100,31.6,1.5,47.4,沟渠,530702006203,开南街道办事处良美社区居委会,530702006203,开南街道办事处良美社区居委会,64,530702006203,61,530702006203,30,0.5,,2015/2/7 0:00,,
40884,15574,2001020100,104,农村道路,5302,58,64.8,2.5,162,农村道路,530702007204,文化街道办事处拉马古社区居委会,,,64,530702007204,,,30,1,,2015/2/7 0:00,,
44908,31150,2001020100,117,沟渠,20471,22,53.7,3.2,171.84,沟渠,530702001206,义尚社区居委会,530702001206,义尚社区居委会,64,530702001206,56,530702001206,30,0.5,,2015/3/10 0:00,,
55426,30876,2001020100,117,沟渠,20694,24,36.6,3.2,117.12,沟渠,530702001206,义尚社区居委会,530702001206,义尚社区居委会,64,530702001206,61,530702001206,30,0.5,,2016/3/2 0:00,,
60557,43076,2001020100,117,沟渠,33925,64,17.3,1.5,25.95,沟渠,530702006201,开南街道办事处漾西社区居委会,530702006201,开南街道办事处漾西社区居委会,64,530702006201,18,530702006201,30,0.5,,2017/1/21 0:00,,
1743,12360,2001020100,104,农村道路,1572,58,6.1,1.7,10.37,农村道路,530702203201,大东村民委员会,530702203201,大东村民委员会,65,530702203201,72,530702203201,30,0.5,,,6.126746973, 
2371,15309,2001020100,104,农村道路,5917,71,197.2,5.7,1124.04,农村道路,530702004204,开文社区居委会,530702004204,开文社区居委会,65,530702004204,101,530702004204,30,0.5,,,197.1637146, 
3125,16681,2001020100,117,沟渠,5903,68,302.3,3.1,937.13,沟渠,530702004204,开文社区居委会,530702004204,开文社区居委会,65,530702004204,55,530702004204,30,0.5,,,302.3233006, 
3341,16049,2001020100,104,农村道路,5928,72,23,5.7,131.1,农村道路,530702004204,开文社区居委会,530702004204,开文社区居委会,65,530702004204,101,530702004204,30,0.5,,,23.0094906, 
3407,20507,2001020100,104,农村道路,9863,48,9.3,2.6,24.18,农村道路,530702201203,玉河村民委员会,,,65,530702201203,,,30,1,,,9.272895435, 
4037,26702,2001020100,104,农村道路,16068,176,21.8,8.2,178.76,农村道路,530702004201,黄山社区居委会,530702004201,黄山社区居委会,65,530702004201,104,530702004201,30,0.5,,,21.80106575, 
6199,26456,2001020100,117,沟渠,15719,138,160.3,4.6,737.38,沟渠,530702004201,黄山社区居委会,530702004201,黄山社区居委会,65,530702004201,64,530702004201,30,0.5,,,160.2702551, 
7161,29332,2001020100,111,河流水面,19194,59,320.7,7.2,2309.04,河流水面,530702201202,龙兴村民委员会,,,65,530702201202,,,20,1,,,320.7065651, 
7904,40047,2001020100,104,农村道路,30210,177,78.7,13.4,1054.58,农村道路,530702002205,玉龙县飞地,530702002205,玉龙县飞地,65,530702002205,77,530702002205,30,0.5,,,78.7297926, 
8386,34636,2001020100,117,沟渠,24589,151,29.5,2.5,73.75,沟渠,530702004206,玉龙县飞地,530702004206,玉龙县飞地,65,530702004206,64,530702004206,30,0.5,,,29.48295601, 
9105,38840,2001020100,111,河流水面,28347,145,666.6,5.5,3666.3,河流水面,530702002201,祥云社区居委会,,,65,530702002201,,,30,1,,,666.5799749, 
10122,50697,2001020100,104,农村道路,40626,95,49.2,2.3,113.16,农村道路,530702201207,光乐村民委员会,530702201207,光乐村民委员会,65,530702201207,26,530702201207,30,0.5,,,49.24048794, 
11071,58301,2001020100,104,农村道路,49293,52,61.5,3,184.5,农村道路,530702202207,龙潭村民委员会,530702202207,龙潭村民委员会,65,530702202207,30,530702202207,30,0.5,,,61.47573527, 
11203,58175,2001020100,117,沟渠,48528,68,140.4,3.8,533.52,沟渠,530702202201,共和村民委员会,530702202201,共和村民委员会,65,530702202201,56,530702202201,30,0.5,,,140.3515647, 
11440,60285,2001020100,104,农村道路,51569,75,115.3,2.1,242.13,农村道路,530702202206,忠义村民委员会,530702202206,忠义村民委员会,65,530702202206,71,530702202206,30,0.5,,,115.2988433, 
11521,59358,2001020100,104,农村道路,51461,64,66.2,2.1,139.02,农村道路,530702202206,忠义村民委员会,530702202206,忠义村民委员会,65,530702202206,55,530702202206,30,0.5,,,66.21816909, 
11903,63732,2001020100,117,沟渠,53468,82,59.6,1.8,107.28,沟渠,530702202203,七河村民委员会,530702202203,七河村民委员会,65,530702202203,80,530702202203,30,0.5,,,59.58198859, 
11931,61748,2001020100,104,农村道路,51617,78,21.7,2.1,45.57,农村道路,530702202206,忠义村民委员会,530702202206,忠义村民委员会,65,530702202206,76,530702202206,30,0.5,,,21.67409716, 
11933,61750,2001020100,104,农村道路,51619,79,23.6,2.1,49.56,农村道路,530702202206,忠义村民委员会,530702202206,忠义村民委员会,65,530702202206,74,530702202206,30,0.5,,,23.59552618, 
12078,64534,2001020100,104,农村道路,54184,89,251.4,5,1257,农村道路,530702202210,后山村民委员会,530702202210,后山村民委员会,65,530702202210,72,530702202210,30,0.5,,,251.3665928, 
12089,58533,2001020100,104,农村道路,48579,74,19.1,2.7,51.57,农村道路,530702202201,共和村民委员会,530702202201,共和村民委员会,65,530702202201,73,530702202201,30,0.5,,,19.11238778, 
12154,57726,2001020100,104,农村道路,47405,62,126.4,3,379.2,农村道路,530702202208,羊见村民委员会,530702202208,羊见村民委员会,65,530702202208,90,530702202208,30,0.5,,,126.3918006, 
12978,64599,2001020100,104,农村道路,54302,102,22.2,4.7,104.34,农村道路,530702202210,后山村民委员会,530702202210,后山村民委员会,65,530702202210,78,530702202210,30,0.5,,,22.20432806, 
14055,64588,2001020100,104,农村道路,54291,101,11.3,4.7,53.11,农村道路,530702202210,后山村民委员会,530702202210,后山村民委员会,65,530702202210,67,530702202210,30,0.5,,,11.29817239, 
14214,61137,2001020100,117,沟渠,52207,67,71.8,2.1,150.78,沟渠,530702202202,新民村民委员会,530702202202,新民村民委员会,65,530702202202,51,530702202202,30,0.5,,,71.81921157, 
14794,63621,2001020100,104,农村道路,54357,117,130.4,5,652,农村道路,530702202210,后山村民委员会,530702202210,后山村民委员会,65,530702202210,74,530702202210,30,0.5,,,130.3698975, 
15280,64653,2001020100,104,农村道路,54322,106,26.5,5.3,140.45,农村道路,530702202210,后山村民委员会,530702202210,后山村民委员会,65,530702202210,78,530702202210,30,0.5,,,26.50073217, 
15358,64513,2001020100,117,沟渠,54152,71,48.3,4.1,198.03,沟渠,530702202210,后山村民委员会,530702202210,后山村民委员会,65,530702202210,57,530702202210,30,0.5,,,48.32182135, 
15792,63594,2001020100,117,沟渠,54124,63,32.7,4.1,134.07,沟渠,530702202210,后山村民委员会,530702202210,后山村民委员会,65,530702202210,36,530702202210,30,0.5,,,32.71995542, 
16666,64399,2001020100,104,农村道路,54388,119,129.2,5.3,684.76,农村道路,530702202210,后山村民委员会,530702202210,后山村民委员会,65,530702202210,92,530702202210,30,0.5,,,129.16185, 
17296,64670,2001020100,104,农村道路,54339,113,62.5,4.7,293.75,农村道路,530702202210,后山村民委员会,530702202210,后山村民委员会,65,530702202210,78,530702202210,30,0.5,,,62.50019824, 
20152,245026,2001020100,102,公路用地,,30,19.9,8,159.2,,530702002201,祥云社区居委会,,,65,530702002201,,,20,1,,,19.90639444, 
20153,245027,2001020100,102,公路用地,,30,137.6,8,1100.8,,530702002201,祥云社区居委会,,,65,530702002201,,,20,1,,,137.6084652, 
20239,245022,2001020100,102,公路用地,,30,658.7,8,5269.6,,530702002201,祥云社区居委会,,,65,530702002201,,,20,1,,,658.7409555, 
20434,70107,2001020100,104,农村道路,60593,36,163.6,3.9,638.04,农村道路,530702205201,产构村民委员会,530702205201,产构村民委员会,65,530702205201,17,530702205201,30,0.5,,,163.5922303, 
20608,245023,2001020100,102,公路用地,,30,8,8,64,,530702002201,祥云社区居委会,,,65,530702002201,,,20,1,,,7.995056589, 
20609,245024,2001020100,102,公路用地,,30,378.4,8,3027.2,,530702002201,祥云社区居委会,,,65,530702002201,,,20,1,,,378.4432998, 
20610,245025,2001020100,102,公路用地,,30,769.3,8,6154.4,,530702002201,祥云社区居委会,,,65,530702002201,,,20,1,,,769.2849589, 
21604,245028,2001020100,102,公路用地,,30,666.8,8,5334.4,,530702002201,祥云社区居委会,,,65,530702002201,,,20,1,,,666.81844, 
21605,72672,2001020100,102,公路用地,,30,22.9,8,183.2,,530702002201,祥云社区居委会,,,65,530702002201,,,20,1,,,22.93239913, 
25208,33346,2001020100,117,沟渠,23081,159,126,1.5,189,沟渠,530702005201,金山街道办事处金山社区居委会,530702005201,金山街道办事处金山社区居委会,65,530702005201,82,530702005201,30,0.5,,2015/2/6 0:00,,
25253,33601,2001020100,117,沟渠,22984,132,36.5,1.5,54.75,沟渠,530702005201,金山街道办事处金山社区居委会,530702005201,金山街道办事处金山社区居委会,65,530702005201,50,530702005201,30,0.5,,2015/2/6 0:00,,
26178,36975,2001020100,117,沟渠,27974,157,53,2.3,121.9,沟渠,530702005203,金山街道办事处东元社区居委会,530702005203,金山街道办事处东元社区居委会,65,530702005203,101,530702005203,30,0.5,,2015/2/7 0:00,,
29107,44485,2001020100,117,沟渠,34105,123,29.5,1.8,53.1,沟渠,530702006201,开南街道办事处漾西社区居委会,530702006201,开南街道办事处漾西社区居委会,65,530702006201,68,530702006201,30,0.5,,2015/2/7 0:00,,
29125,44094,2001020100,117,沟渠,34154,134,113.1,1.4,158.34,沟渠,530702006201,开南街道办事处漾西社区居委会,530702006201,开南街道办事处漾西社区居委会,65,530702006201,74,530702006201,30,0.5,,2015/2/7 0:00,,
37167,48482,2001020100,117,沟渠,39057,172,26.1,2.7,70.47,沟渠,530702006202,开南街道办事处贵峰社区居委会,530702006202,开南街道办事处贵峰社区居委会,65,530702006202,58,530702006202,30,0.5,,2015/2/7 0:00,,
37385,48872,2001020100,117,沟渠,39132,174,58.4,2.1,122.64,沟渠,530702006202,开南街道办事处贵峰社区居委会,530702006202,开南街道办事处贵峰社区居委会,65,530702006202,72,530702006202,30,0.5,,2015/2/7 0:00,,
38031,38432,2001020100,117,沟渠,28159,105,58.7,1.5,88.05,沟渠,530702006203,开南街道办事处良美社区居委会,530702006203,开南街道办事处良美社区居委会,65,530702006203,62,530702006203,30,0.5,,2015/2/7 0:00,,
41975,15188,2001020100,104,农村道路,5465,108,372.1,2.8,1041.88,农村道路,530702007201,文化街道办事处文化社区居委会,530702007201,文化街道办事处文化社区居委会,65,530702007201,49,530702007201,30,0.5,,2015/2/8 0:00,,
52032,16517,2001020100,117,沟渠,6462,69,94.4,2,188.8,沟渠,530702007203,文化街道办事处东江社区居委会,530702007203,文化街道办事处东江社区居委会,65,530702007203,62,530702007203,30,0.5,,2016/3/2 0:00,,
52369,24994,2001020100,104,农村道路,14604,149,37.6,7,263.2,农村道路,530702001207,文智社区居委会,530702001207,文智社区居委会,65,530702001207,2124,530702001207,30,0.5,,2018/2/26 0:00,,
54312,17108,2001020100,111,河流水面,6483,77,85.7,3.6,308.52,河流水面,530702007203,文化街道办事处东江社区居委会,530702007203,文化街道办事处东江社区居委会,65,530702007203,819,530702007203,20,0.5,,2018/2/26 0:00,,
55025,35109,2001020100,117,沟渠,24659,155,23.7,2,47.4,沟渠,530702004206,玉龙县飞地,530702004206,玉龙县飞地,65,530702004206,75,530702004206,30,0.5,,2016/3/2 0:00,,
57269,48008,2001020100,104,农村道路,37630,68,40.9,1.5,61.35,农村道路,530702201205,增明村民委员会,530702201205,增明村民委员会,65,530702201205,671,530702201205,30,0.5,,2017/1/21 0:00,,
